YEAR,MO,DY,temperature,humidity,precipitation
1981,6,4,26.17,17.67,1.37
1981,6,5,26.43,17.85,2.23
1981,6,6,26.27,18.72,13.14
1981,6,7,25.73,18.82,6.03
1981,6,8,25.6,18.54,11.11
1981,6,9,25.6,17.73,8.13
1981,6,10,24.95,17.16,9.44
1981,6,11,25.53,16.68,2.95
1981,6,12,25.73,17.47,2.86
1981,6,13,26.27,18.06,8.98
1981,6,14,25.25,17.97,2.84
1981,6,15,25.59,17.39,0.92
1981,6,16,25.85,17.41,2.48
1981,6,17,25.93,18.07,4.55
1981,6,18,25.19,17.95,8.61
1981,6,19,25.84,17.96,11.27
1981,6,20,25.39,17.8,35.23
1981,6,21,25.02,17.52,21.51
1981,6,22,25.11,17.42,25.59
1981,6,23,24.64,17.44,17.08
1981,6,24,24.24,17.11,13.88
1981,6,25,24.69,16.87,3.62
1981,6,26,24.94,17.55,17.56
1981,6,27,24.97,17.71,25.34
1981,6,28,24.52,17.19,9.6
1981,6,29,24.78,17.26,6.73
1981,6,30,24.87,17.09,1.44
1981,7,1,24.63,16.95,2.31
1981,7,2,24.53,16.8,0.46
1981,7,3,25.01,16.91,3.27
1981,7,4,25.25,17.84,4.1
1981,7,5,24.7,17.8,17.23
1981,7,6,24.87,17.3,15.84
1981,7,7,24.55,17.28,11.29
1981,7,8,23.68,16.64,12.98
1981,7,9,24.03,16.33,6.22
1981,7,10,24.06,16.63,6.62
1981,7,11,24.18,16.4,3.13
1981,7,12,24.35,16.37,1.23
1981,7,13,23.01,15.94,2.01
1981,7,14,23.97,16.42,5.58
1981,7,15,23.98,16.22,2.81
1981,7,16,24.12,16.38,1.51
1981,7,17,24.17,16.4,1.62
1981,7,18,24.1,16.12,0.93
1981,7,19,24.34,16.36,0.51
1981,7,20,22.75,15.82,2.02
1981,7,21,23.94,16.2,1.71
1981,7,22,23.9,16.46,2.89
1981,7,23,23.7,16.06,3.58
1981,7,24,23.88,15.89,0.59
1981,7,25,23.56,15.97,6.57
1981,7,26,23.68,15.88,17.74
1981,7,27,23.77,15.94,10.18
1981,7,28,23.29,15.94,5.51
1981,7,29,23.99,16.21,4.23
1981,7,30,23.87,16.03,3.36
1981,7,31,23.44,15.84,9.15
1981,8,1,23.28,15.95,9.85
1981,8,2,24.46,16.65,8.15
1981,8,3,23.89,16.5,5.82
1981,8,4,24.23,16.33,1.84
1981,8,5,23.75,16.1,2.46
1981,8,6,23.55,15.97,1.79
1981,8,7,24.37,16.23,1.32
1981,8,8,24.18,16.29,1.13
1981,8,9,24.69,16.51,0.03
1981,8,10,24.84,16.58,0.15
1981,8,11,24.86,16.48,0.07
1981,8,12,24.65,16.39,0.14
1981,8,13,24.71,16.32,0.09
1981,8,14,24.12,16.42,16.16
1981,8,15,24.62,16.78,22.78
1981,8,16,24.61,16.88,18.08
1981,8,17,24.29,16.88,28.06
1981,8,18,23.07,15.96,16.27
1981,8,19,23.05,15.72,6.12
1981,8,20,23.26,15.15,3.34
1981,8,21,23.54,15.23,3.28
1981,8,22,23.92,16.04,3.7
1981,8,23,23.63,16.04,6.53
1981,8,24,22.63,15.44,4.74
1981,8,25,23.32,15.41,4.14
1981,8,26,23.62,15.33,0.61
1981,8,27,23.62,15.94,8.2
1981,8,28,23.2,15.53,7.19
1981,8,29,23.63,15.29,0.82
1981,8,30,23.83,15.83,3.79
1981,8,31,24.15,16.19,2.98
1981,9,1,23.85,15.83,1.4
1981,9,2,24.38,16.13,1.25
1981,9,3,24.29,16.75,27.4
1981,9,4,23.37,16.17,19.57
1981,9,5,23.77,16.21,30.05
1981,9,6,23.74,16.48,22.35
1981,9,7,23.28,16.6,45.49
1981,9,8,23.4,16.29,11.76
1981,9,9,23.61,16.17,10.44
1981,9,10,23.85,16.36,2.53
1981,9,11,24.22,16.52,12.08
1981,9,12,24.28,16.93,6.83
1981,9,13,23.74,16.54,3.73
1981,9,14,23.67,16.39,8.46
1981,9,15,23.92,16.54,3.14
1981,9,16,24.39,16.52,2.16
1981,9,17,24.56,16.89,4.96
1981,9,18,24.23,17.0,21.59
1981,9,19,24.58,17.19,25.87
1981,9,20,24.57,16.86,12.56
1981,9,21,24.67,17.26,13.68
1981,9,22,24.73,17.4,22.65
1981,9,23,23.82,17.1,1.35
1981,9,24,24.88,17.58,2.99
1981,9,25,24.45,16.98,2.24
1981,9,26,24.33,16.79,1.66
1981,9,27,24.61,16.87,1.35
1981,9,28,25.1,17.23,0.99
1981,9,29,25.49,17.66,1.22
1981,9,30,25.39,17.62,0.73
1981,10,1,25.29,17.56,1.31
1981,10,2,24.64,17.35,0.48
1981,10,3,24.92,17.48,4.38
1981,10,4,25.04,17.58,4.52
1981,10,5,25.26,17.58,5.91
1981,10,6,25.28,17.47,4.65
1981,10,7,24.77,17.59,10.14
1981,10,8,25.14,17.8,2.98
1981,10,9,24.42,17.5,3.68
1981,10,10,25.19,17.59,1.91
1981,10,11,24.51,17.51,5.29
1981,10,12,24.8,17.51,6.46
1981,10,13,25.01,17.52,19.21
1981,10,14,25.01,17.68,17.86
1981,10,15,24.57,17.65,38.25
1981,10,16,24.31,17.27,7.0
1981,10,17,24.83,17.58,8.67
1981,10,18,24.23,17.34,1.56
1981,10,19,25.53,17.93,0.93
1981,10,20,25.13,17.92,1.76
1981,10,21,25.34,17.68,0.82
1981,10,22,25.57,17.56,0.73
1981,10,23,25.24,17.72,8.37
1981,10,24,24.87,17.89,11.71
1981,10,25,24.64,17.61,5.72
1981,10,26,24.99,17.36,8.45
1981,10,27,25.32,17.62,3.1
1981,10,28,24.75,17.86,4.04
1981,10,29,25.14,18.14,4.93
1981,10,30,25.42,18.07,4.0
1981,10,31,25.03,17.92,7.75
1981,11,1,25.44,17.91,2.19
1981,11,2,25.4,18.01,0.38
1981,11,3,25.02,17.5,0.41
1981,11,4,25.28,17.62,0.73
1981,11,5,25.46,16.93,0.26
1981,11,6,25.2,16.96,0.71
1981,11,7,25.39,16.78,0.02
1981,11,8,25.43,17.34,0.08
1981,11,9,25.2,17.37,0.07
1981,11,10,25.44,17.42,0.11
1981,11,11,25.62,17.78,0.07
1981,11,12,25.53,17.62,0.1
1981,11,13,25.64,17.51,0.11
1981,11,14,26.0,17.28,0.2
1981,11,15,25.93,17.67,0.13
1981,11,16,25.78,17.32,0.23
1981,11,17,26.04,16.65,0.0
1981,11,18,25.84,15.85,0.0
1981,11,19,25.98,17.04,0.0
1981,11,20,25.99,16.71,0.0
1981,11,21,24.28,14.05,0.0
1981,11,22,22.39,11.64,0.0
1981,11,23,22.16,11.53,0.0
1981,11,24,22.72,12.4,0.0
1981,11,25,24.11,13.97,0.0
1981,11,26,24.61,13.9,0.0
1981,11,27,25.28,15.48,0.3
1981,11,28,25.34,16.18,0.37
1981,11,29,25.45,16.89,0.15
1981,11,30,25.38,16.24,0.27
1981,12,1,25.52,15.77,0.18
1981,12,2,25.16,14.52,0.05
1981,12,3,24.18,11.96,0.02
1981,12,4,24.34,13.03,0.04
1981,12,5,24.78,14.74,0.08
1981,12,6,24.35,12.18,0.07
1981,12,7,25.06,16.11,0.0
1981,12,8,25.56,16.2,0.0
1981,12,9,25.74,16.45,0.0
1981,12,10,25.92,16.91,0.0
1981,12,11,26.26,16.88,0.0
1981,12,12,26.24,16.77,0.0
1981,12,13,26.05,16.49,0.0
1981,12,14,26.13,16.75,0.0
1981,12,15,26.05,16.6,0.0
1981,12,16,26.15,16.93,0.0
1981,12,17,26.13,17.01,0.0
1981,12,18,26.45,16.62,0.0
1981,12,19,26.54,16.67,0.0
1981,12,20,26.27,16.73,0.0
1981,12,21,26.24,16.41,0.0
1981,12,22,26.56,16.22,0.0
1981,12,23,27.0,16.45,0.0
1981,12,24,27.08,16.12,0.0
1981,12,25,27.08,17.1,0.0
1981,12,26,27.24,16.93,0.0
1981,12,27,27.14,17.06,0.0
1981,12,28,27.05,17.18,0.0
1981,12,29,26.96,16.8,0.0
1981,12,30,27.25,16.68,0.0
1981,12,31,27.21,16.66,0.0
1982,1,1,27.9,16.45,0.17
1982,1,2,27.05,15.93,0.1
1982,1,3,27.45,15.88,0.23
1982,1,4,27.27,15.51,0.27
1982,1,5,25.4,11.39,0.0
1982,1,6,23.24,9.1,0.03
1982,1,7,23.58,9.03,0.0
1982,1,8,24.5,10.6,0.0
1982,1,9,24.96,10.44,0.0
1982,1,10,24.91,10.18,0.0
1982,1,11,25.3,11.69,0.0
1982,1,12,26.15,14.76,0.0
1982,1,13,27.31,15.32,0.0
1982,1,14,27.75,15.34,0.0
1982,1,15,27.83,15.72,0.0
1982,1,16,27.82,16.61,10.1
1982,1,17,27.14,17.08,6.9
1982,1,18,27.06,17.03,11.37
1982,1,19,25.84,17.35,10.43
1982,1,20,25.45,17.61,13.29
1982,1,21,25.38,16.59,0.0
1982,1,22,24.46,12.25,0.0
1982,1,23,24.46,9.13,0.0
1982,1,24,24.81,9.45,0.0
1982,1,25,25.02,10.97,0.0
1982,1,26,26.42,11.47,0.0
1982,1,27,26.69,11.78,0.0
1982,1,28,27.16,14.56,0.0
1982,1,29,27.02,14.88,0.0
1982,1,30,27.43,14.92,0.0
1982,1,31,26.78,15.4,0.0
1982,2,1,27.09,15.63,0.0
1982,2,2,27.75,15.43,0.0
1982,2,3,27.56,16.13,0.0
1982,2,4,27.7,16.09,0.0
1982,2,5,28.17,15.49,0.0
1982,2,6,28.02,15.82,0.0
1982,2,7,26.38,16.04,0.0
1982,2,8,26.11,13.24,0.0
1982,2,9,24.87,10.32,0.0
1982,2,10,25.47,10.32,0.0
1982,2,11,26.34,11.32,0.0
1982,2,12,26.39,13.34,0.0
1982,2,13,27.39,14.68,0.0
1982,2,14,27.89,15.48,0.0
1982,2,15,26.03,17.64,72.28
1982,2,16,25.8,17.67,90.59
1982,2,17,24.99,17.85,102.02
1982,2,18,26.04,17.47,27.56
1982,2,19,26.49,18.37,56.64
1982,2,20,25.75,17.58,1.02
1982,2,21,25.81,17.03,0.3
1982,2,22,25.85,17.47,0.48
1982,2,23,24.79,17.31,0.56
1982,2,24,23.86,16.55,0.94
1982,2,25,24.9,16.55,0.11
1982,2,26,25.54,16.67,0.2
1982,2,27,25.62,17.02,0.02
1982,2,28,26.17,17.55,0.26
1982,3,1,26.27,17.9,0.09
1982,3,2,26.16,17.12,4.81
1982,3,3,26.0,17.06,7.67
1982,3,4,24.71,12.51,1.13
1982,3,5,24.86,10.23,0.0
1982,3,6,25.68,12.8,0.0
1982,3,7,25.9,16.29,0.0
1982,3,8,26.03,16.83,0.04
1982,3,9,26.73,17.44,0.08
1982,3,10,26.59,18.01,0.15
1982,3,11,25.35,17.8,0.24
1982,3,12,26.54,16.65,1.39
1982,3,13,25.83,16.95,5.91
1982,3,14,26.03,17.39,4.22
1982,3,15,26.12,17.52,3.59
1982,3,16,26.09,17.27,2.6
1982,3,17,25.92,17.54,9.09
1982,3,18,25.49,16.89,1.86
1982,3,19,25.7,17.44,4.03
1982,3,20,25.84,17.93,6.87
1982,3,21,26.54,18.04,11.18
1982,3,22,26.53,18.41,21.25
1982,3,23,25.5,18.29,13.18
1982,3,24,25.87,17.47,12.36
1982,3,25,26.25,17.73,1.33
1982,3,26,25.6,18.19,15.02
1982,3,27,26.19,18.23,1.63
1982,3,28,25.91,18.67,4.9
1982,3,29,25.98,18.55,2.39
1982,3,30,24.95,17.17,1.05
1982,3,31,26.41,18.04,0.58
1982,4,1,26.73,18.5,0.0
1982,4,2,26.98,18.28,0.0
1982,4,3,27.02,18.43,0.0
1982,4,4,26.87,18.36,0.0
1982,4,5,26.98,18.95,0.0
1982,4,6,25.99,18.61,5.53
1982,4,7,26.29,18.59,7.62
1982,4,8,26.22,18.88,6.89
1982,4,9,26.37,18.51,5.35
1982,4,10,25.81,17.99,6.74
1982,4,11,26.2,17.95,1.51
1982,4,12,25.6,18.14,3.46
1982,4,13,25.96,17.93,1.55
1982,4,14,25.87,18.43,1.09
1982,4,15,25.49,17.94,1.14
1982,4,16,25.71,18.36,8.12
1982,4,17,25.28,18.16,12.16
1982,4,18,25.1,17.93,9.16
1982,4,19,25.41,17.74,16.53
1982,4,20,25.93,18.42,13.84
1982,4,21,25.59,17.64,1.18
1982,4,22,24.89,16.86,0.87
1982,4,23,25.52,16.85,0.22
1982,4,24,25.81,17.35,0.38
1982,4,25,25.55,18.0,1.04
1982,4,26,25.04,18.11,3.55
1982,4,27,25.38,17.73,1.96
1982,4,28,25.93,17.84,2.19
1982,4,29,26.37,18.39,2.46
1982,4,30,26.15,18.39,6.27
1982,5,1,24.98,17.91,2.44
1982,5,2,25.29,17.86,6.8
1982,5,3,25.82,18.09,2.69
1982,5,4,25.82,17.87,0.96
1982,5,5,26.28,18.13,4.12
1982,5,6,26.08,18.39,5.63
1982,5,7,25.54,18.2,7.02
1982,5,8,24.44,17.75,7.46
1982,5,9,24.91,16.94,1.83
1982,5,10,25.35,16.53,1.51
1982,5,11,25.71,17.36,1.04
1982,5,12,25.99,18.06,3.09
1982,5,13,25.56,18.05,0.83
1982,5,14,25.42,17.65,0.51
1982,5,15,25.71,17.75,1.47
1982,5,16,25.22,17.48,0.51
1982,5,17,25.58,17.31,1.4
1982,5,18,25.8,18.03,6.21
1982,5,19,25.98,18.5,6.05
1982,5,20,25.26,17.89,3.7
1982,5,21,25.64,17.87,2.14
1982,5,22,25.56,17.73,2.74
1982,5,23,25.19,17.74,5.25
1982,5,24,25.7,17.87,12.3
1982,5,25,25.82,18.39,6.83
1982,5,26,26.04,18.91,2.31
1982,5,27,25.74,18.69,4.08
1982,5,28,25.9,18.31,2.99
1982,5,29,25.2,17.97,2.6
1982,5,30,24.97,17.91,5.19
1982,5,31,24.33,17.63,25.7
1982,6,1,24.83,17.75,12.87
1982,6,2,25.03,17.31,23.15
1982,6,3,24.76,16.89,7.17
1982,6,4,23.89,16.51,3.49
1982,6,5,24.71,16.69,2.86
1982,6,6,25.48,17.28,1.91
1982,6,7,24.7,17.79,3.2
1982,6,8,25.46,18.02,2.36
1982,6,9,25.67,18.16,4.75
1982,6,10,24.84,17.97,14.95
1982,6,11,24.47,17.7,15.16
1982,6,12,24.98,17.62,7.32
1982,6,13,24.84,17.36,8.79
1982,6,14,24.75,17.12,5.78
1982,6,15,24.9,17.32,13.18
1982,6,16,25.02,17.5,9.61
1982,6,17,24.78,17.39,13.99
1982,6,18,24.85,17.52,35.91
1982,6,19,24.35,17.53,37.43
1982,6,20,24.33,17.48,10.02
1982,6,21,24.59,17.44,3.12
1982,6,22,24.63,17.4,7.88
1982,6,23,24.8,17.64,15.42
1982,6,24,23.95,17.37,12.18
1982,6,25,24.26,17.26,4.8
1982,6,26,24.39,17.1,6.21
1982,6,27,24.24,17.21,10.47
1982,6,28,24.21,17.12,3.97
1982,6,29,24.05,16.72,6.77
1982,6,30,24.11,16.84,13.12
1982,7,1,24.24,17.15,7.85
1982,7,2,23.49,16.32,6.24
1982,7,3,23.23,16.36,8.6
1982,7,4,23.73,16.34,8.28
1982,7,5,23.18,16.3,11.0
1982,7,6,23.32,16.23,7.13
1982,7,7,23.79,16.54,8.98
1982,7,8,23.99,16.49,2.66
1982,7,9,24.15,16.58,4.54
1982,7,10,24.13,16.6,0.25
1982,7,11,23.33,16.46,9.38
1982,7,12,23.55,16.54,13.85
1982,7,13,23.89,16.57,5.13
1982,7,14,23.93,16.43,3.63
1982,7,15,24.5,16.69,2.09
1982,7,16,23.71,16.54,2.74
1982,7,17,23.38,16.04,3.65
1982,7,18,23.83,16.16,2.6
1982,7,19,24.33,16.16,1.82
1982,7,20,24.01,16.28,1.04
1982,7,21,23.72,16.01,0.58
1982,7,22,22.83,15.51,0.29
1982,7,23,22.85,15.17,1.0
1982,7,24,22.3,15.21,1.41
1982,7,25,23.29,15.57,0.75
1982,7,26,23.67,15.82,0.47
1982,7,27,23.3,15.56,0.21
1982,7,28,22.78,15.26,0.68
1982,7,29,23.35,15.37,0.2
1982,7,30,23.53,15.79,0.05
1982,7,31,23.3,15.52,0.2
1982,8,1,23.36,15.71,0.14
1982,8,2,23.07,15.25,0.16
1982,8,3,22.14,14.66,0.05
1982,8,4,21.95,14.31,2.54
1982,8,5,22.04,14.29,4.37
1982,8,6,21.67,14.41,6.78
1982,8,7,22.88,15.15,2.79
1982,8,8,22.46,14.73,1.94
1982,8,9,22.17,14.32,0.05
1982,8,10,22.22,14.24,0.66
1982,8,11,22.96,14.85,0.56
1982,8,12,23.97,15.73,0.56
1982,8,13,23.23,15.26,1.07
1982,8,14,22.91,14.96,7.97
1982,8,15,23.37,15.32,3.94
1982,8,16,24.45,16.15,17.43
1982,8,17,23.3,15.75,13.74
1982,8,18,23.01,15.25,5.65
1982,8,19,23.49,15.17,0.84
1982,8,20,22.9,15.11,2.93
1982,8,21,23.08,14.98,5.85
1982,8,22,22.76,14.42,1.81
1982,8,23,22.61,15.1,11.13
1982,8,24,23.2,15.43,9.83
1982,8,25,22.39,15.05,4.68
1982,8,26,23.23,15.57,9.3
1982,8,27,21.86,15.04,7.53
1982,8,28,22.86,15.01,5.09
1982,8,29,23.47,15.69,1.44
1982,8,30,23.98,16.11,1.86
1982,8,31,23.89,15.77,1.75
1982,9,1,23.02,15.65,2.7
1982,9,2,23.46,15.69,1.98
1982,9,3,23.42,15.77,8.91
1982,9,4,23.66,15.91,7.0
1982,9,5,23.48,15.8,4.87
1982,9,6,22.61,15.59,5.5
1982,9,7,24.46,16.33,3.32
1982,9,8,24.39,16.18,0.77
1982,9,9,23.96,16.12,0.86
1982,9,10,24.22,16.06,1.27
1982,9,11,24.02,15.61,1.35
1982,9,12,23.41,15.72,0.68
1982,9,13,23.99,16.28,4.68
1982,9,14,23.92,16.09,6.39
1982,9,15,24.12,15.98,6.43
1982,9,16,24.35,15.98,1.93
1982,9,17,24.74,16.51,3.71
1982,9,18,24.25,16.14,0.88
1982,9,19,24.44,15.96,0.77
1982,9,20,24.68,16.23,0.51
1982,9,21,24.53,16.1,0.54
1982,9,22,25.16,16.46,0.54
1982,9,23,24.6,16.49,4.8
1982,9,24,24.09,16.42,9.7
1982,9,25,24.01,16.33,6.46
1982,9,26,24.92,16.76,5.26
1982,9,27,25.18,17.3,14.5
1982,9,28,24.94,16.96,2.33
1982,9,29,24.93,16.71,3.01
1982,9,30,24.86,16.77,3.37
1982,10,1,24.53,16.71,3.68
1982,10,2,24.13,16.27,2.45
1982,10,3,24.5,16.21,7.52
1982,10,4,22.95,16.06,3.18
1982,10,5,23.62,15.87,2.69
1982,10,6,24.43,16.49,10.83
1982,10,7,25.12,17.28,19.08
1982,10,8,23.65,17.11,6.09
1982,10,9,24.69,16.82,4.34
1982,10,10,24.45,16.92,14.07
1982,10,11,24.23,16.65,11.24
1982,10,12,24.29,16.3,4.94
1982,10,13,24.41,16.88,4.79
1982,10,14,24.29,17.17,8.4
1982,10,15,24.81,17.11,6.88
1982,10,16,25.2,17.19,9.02
1982,10,17,25.1,17.23,5.1
1982,10,18,25.03,17.04,1.17
1982,10,19,24.91,17.25,2.15
1982,10,20,24.93,17.14,3.38
1982,10,21,25.22,17.28,1.27
1982,10,22,25.03,17.37,3.32
1982,10,23,24.94,17.08,2.22
1982,10,24,24.77,17.0,1.66
1982,10,25,24.1,16.55,1.0
1982,10,26,23.8,16.28,1.91
1982,10,27,23.41,16.21,3.21
1982,10,28,24.28,16.14,1.4
1982,10,29,24.71,16.62,0.74
1982,10,30,24.51,16.52,1.78
1982,10,31,24.71,16.54,2.86
1982,11,1,24.86,16.84,3.64
1982,11,2,24.91,16.88,0.16
1982,11,3,24.59,16.95,0.17
1982,11,4,25.36,16.91,0.15
1982,11,5,25.54,16.88,0.14
1982,11,6,25.48,16.97,0.06
1982,11,7,25.0,16.79,1.11
1982,11,8,24.86,16.54,0.94
1982,11,9,25.88,16.41,1.44
1982,11,10,25.52,16.56,1.68
1982,11,11,25.54,16.55,1.25
1982,11,12,25.47,16.28,0.0
1982,11,13,25.57,16.32,0.0
1982,11,14,25.61,16.31,0.0
1982,11,15,25.76,16.37,0.0
1982,11,16,25.85,16.75,0.0
1982,11,17,26.37,16.88,0.23
1982,11,18,26.36,17.11,0.28
1982,11,19,26.41,17.05,0.26
1982,11,20,25.71,16.89,0.22
1982,11,21,25.78,15.42,0.07
1982,11,22,25.4,15.04,0.0
1982,11,23,25.14,15.11,0.0
1982,11,24,25.08,14.59,0.0
1982,11,25,24.77,13.01,0.0
1982,11,26,25.03,15.17,0.0
1982,11,27,25.35,14.62,0.32
1982,11,28,25.26,15.11,0.14
1982,11,29,25.43,15.36,0.09
1982,11,30,25.65,15.81,1.07
1982,12,1,25.26,16.08,5.24
1982,12,2,25.39,15.1,0.0
1982,12,3,25.59,14.9,0.0
1982,12,4,26.02,14.22,0.0
1982,12,5,26.16,15.12,0.0
1982,12,6,25.84,13.27,0.0
1982,12,7,25.41,13.28,0.0
1982,12,8,25.85,15.23,0.01
1982,12,9,25.26,11.8,0.0
1982,12,10,26.76,13.62,0.0
1982,12,11,26.38,14.81,0.3
1982,12,12,26.12,14.86,0.01
1982,12,13,26.06,15.28,0.03
1982,12,14,24.95,14.83,0.01
1982,12,15,25.44,13.44,0.0
1982,12,16,25.99,14.6,0.01
1982,12,17,27.35,15.41,0.06
1982,12,18,27.29,15.52,0.08
1982,12,19,27.33,15.26,0.04
1982,12,20,27.49,15.83,0.02
1982,12,21,27.57,15.88,0.03
1982,12,22,27.46,16.1,0.0
1982,12,23,27.24,16.44,0.0
1982,12,24,27.17,16.08,0.0
1982,12,25,26.67,15.74,0.0
1982,12,26,27.52,14.79,0.0
1982,12,27,27.09,14.15,0.0
1982,12,28,27.22,14.38,0.0
1982,12,29,27.26,13.76,0.0
1982,12,30,26.34,13.47,0.0
1982,12,31,26.18,11.89,0.0
1983,1,1,25.66,11.96,0.0
1983,1,2,24.79,10.01,0.0
1983,1,3,23.79,8.5,0.0
1983,1,4,23.49,8.75,0.0
