YEAR,MO,DY,temperature,humidity,precipitation
1981,3,31,26.36,16.64,1.89
1981,4,1,26.35,17.22,6.81
1981,4,2,26.47,16.67,3.38
1981,4,3,26.63,17.01,5.59
1981,4,4,26.11,17.22,4.79
1981,4,5,26.12,17.01,10.89
1981,4,6,25.89,16.71,1.12
1981,4,7,26.57,17.17,1.0
1981,4,8,27.13,18.24,2.46
1981,4,9,27.44,18.39,2.45
1981,4,10,27.08,18.39,1.44
1981,4,11,27.28,17.83,0.0
1981,4,12,27.38,17.31,0.0
1981,4,13,27.81,17.1,0.0
1981,4,14,27.9,17.47,0.0
1981,4,15,28.23,17.68,0.0
1981,4,16,27.55,17.87,15.1
1981,4,17,27.44,18.61,7.54
1981,4,18,26.49,18.7,10.21
1981,4,19,26.35,18.7,8.63
1981,4,20,27.16,17.73,1.71
1981,4,21,26.0,18.37,14.07
1981,4,22,25.66,17.74,19.24
1981,4,23,25.98,16.67,6.04
1981,4,24,26.75,17.37,3.46
1981,4,25,27.36,18.0,2.38
1981,4,26,25.53,17.45,1.65
1981,4,27,26.15,16.73,2.27
1981,4,28,26.25,17.36,1.68
1981,4,29,26.44,17.53,1.56
1981,4,30,26.47,18.22,3.13
1981,5,1,25.68,18.16,13.32
1981,5,2,25.19,17.71,12.34
1981,5,3,26.05,17.35,8.18
1981,5,4,25.24,17.59,12.18
1981,5,5,24.55,16.72,6.87
1981,5,6,25.55,16.54,1.59
1981,5,7,25.19,17.0,1.23
1981,5,8,24.88,17.0,2.17
1981,5,9,26.02,17.02,0.29
1981,5,10,25.18,17.53,1.79
1981,5,11,24.65,16.96,1.59
1981,5,12,25.71,17.54,4.46
1981,5,13,25.52,17.72,2.93
1981,5,14,24.98,17.08,0.23
1981,5,15,25.51,16.71,0.26
1981,5,16,26.28,17.32,0.24
1981,5,17,26.5,17.71,0.4
1981,5,18,25.87,17.78,0.21
1981,5,19,26.71,17.13,0.22
1981,5,20,26.93,18.2,0.64
1981,5,21,26.48,18.82,4.09
1981,5,22,26.11,17.95,4.72
1981,5,23,26.39,17.43,0.99
1981,5,24,25.89,17.73,2.0
1981,5,25,26.04,17.73,4.09
1981,5,26,25.63,17.91,10.0
1981,5,27,25.85,18.16,9.92
1981,5,28,25.25,17.78,3.72
1981,5,29,25.91,17.19,1.67
1981,5,30,25.6,17.61,3.09
1981,5,31,25.97,17.56,5.25
1981,6,1,26.03,17.64,5.84
1981,6,2,25.52,16.69,0.67
1981,6,3,25.36,15.88,1.4
1981,6,4,25.0,17.17,1.43
1981,6,5,26.15,17.69,1.87
1981,6,6,25.94,18.44,9.73
1981,6,7,25.36,18.37,2.34
1981,6,8,25.13,18.12,6.36
1981,6,9,25.14,17.37,5.28
1981,6,10,25.3,16.96,4.21
1981,6,11,25.04,16.6,4.62
1981,6,12,25.78,16.85,1.32
1981,6,13,26.08,17.32,4.5
1981,6,14,25.23,17.41,1.31
1981,6,15,25.53,17.09,1.82
1981,6,16,25.81,17.01,2.2
1981,6,17,26.07,17.95,6.96
1981,6,18,24.84,18.05,18.49
1981,6,19,25.65,17.62,13.0
1981,6,20,25.17,17.57,25.64
1981,6,21,24.58,17.37,18.68
1981,6,22,24.92,17.26,10.44
1981,6,23,23.86,16.97,28.61
1981,6,24,24.04,16.44,21.48
1981,6,25,24.58,16.69,8.22
1981,6,26,24.83,17.16,8.7
1981,6,27,24.97,17.51,7.19
1981,6,28,24.45,16.65,4.18
1981,6,29,24.92,16.94,10.96
1981,6,30,25.03,17.27,2.59
1981,7,1,25.03,17.27,2.68
1981,7,2,24.66,17.12,2.63
1981,7,3,25.04,16.81,4.64
1981,7,4,25.36,17.32,3.92
1981,7,5,24.57,17.48,7.79
1981,7,6,24.22,16.87,5.37
1981,7,7,24.23,16.79,6.96
1981,7,8,23.75,16.66,7.14
1981,7,9,24.0,15.98,2.15
1981,7,10,23.94,16.31,8.13
1981,7,11,24.2,16.02,7.09
1981,7,12,24.53,16.65,4.14
1981,7,13,23.6,16.48,4.53
1981,7,14,23.92,16.56,7.65
1981,7,15,24.1,16.71,5.21
1981,7,16,24.5,16.71,2.16
1981,7,17,23.84,16.38,2.0
1981,7,18,24.32,16.38,1.13
1981,7,19,24.49,16.5,0.89
1981,7,20,23.09,16.53,4.09
1981,7,21,23.99,16.2,2.72
1981,7,22,23.51,16.19,1.85
1981,7,23,23.67,16.19,3.47
1981,7,24,23.75,16.11,3.55
1981,7,25,23.18,15.97,9.71
1981,7,26,23.72,15.99,11.07
1981,7,27,23.93,16.14,5.97
1981,7,28,23.15,15.92,2.56
1981,7,29,23.94,16.31,3.2
1981,7,30,23.54,16.2,5.59
1981,7,31,23.86,16.58,13.81
1981,8,1,23.46,16.13,7.96
1981,8,2,24.52,16.54,8.28
1981,8,3,24.51,17.19,9.79
1981,8,4,24.38,16.65,7.92
1981,8,5,23.66,16.32,11.14
1981,8,6,22.89,16.05,7.23
1981,8,7,24.76,16.7,5.99
1981,8,8,25.53,17.61,4.58
1981,8,9,23.89,16.66,0.12
1981,8,10,25.33,17.22,0.17
1981,8,11,25.48,17.03,0.16
1981,8,12,24.41,16.7,0.24
1981,8,13,25.21,17.14,0.16
1981,8,14,24.14,16.71,16.77
1981,8,15,24.54,17.07,11.0
1981,8,16,24.93,16.97,4.22
1981,8,17,23.68,16.81,14.89
1981,8,18,23.39,16.23,12.09
1981,8,19,22.97,15.87,12.69
1981,8,20,23.17,15.74,7.7
1981,8,21,23.29,15.41,4.26
1981,8,22,23.84,16.32,7.68
1981,8,23,24.29,16.7,8.93
1981,8,24,22.59,15.8,10.42
1981,8,25,23.1,15.65,7.32
1981,8,26,23.39,15.53,1.44
1981,8,27,23.47,16.36,18.84
1981,8,28,23.29,16.21,21.67
1981,8,29,23.44,15.6,3.25
1981,8,30,23.71,15.89,13.51
1981,8,31,24.43,16.38,4.78
1981,9,1,23.96,16.32,4.75
1981,9,2,24.3,16.45,4.1
1981,9,3,24.57,16.98,8.62
1981,9,4,24.18,16.77,8.91
1981,9,5,23.91,16.57,17.93
1981,9,6,23.41,16.55,27.97
1981,9,7,23.22,16.62,23.35
1981,9,8,23.34,16.31,11.57
1981,9,9,23.35,16.0,11.3
1981,9,10,23.75,16.52,6.62
1981,9,11,24.23,16.59,15.92
1981,9,12,24.88,17.27,6.81
1981,9,13,23.72,16.56,3.59
1981,9,14,23.87,16.36,7.18
1981,9,15,24.28,16.61,1.86
1981,9,16,24.16,16.6,3.37
1981,9,17,24.96,17.28,5.54
1981,9,18,24.34,16.95,11.73
1981,9,19,24.56,16.6,7.46
1981,9,20,24.47,15.8,7.06
1981,9,21,24.34,16.77,8.98
1981,9,22,24.99,17.68,15.72
1981,9,23,24.09,17.5,1.75
1981,9,24,24.97,17.5,3.75
1981,9,25,24.79,17.38,2.46
1981,9,26,24.61,16.94,1.65
1981,9,27,24.95,17.08,1.26
1981,9,28,24.75,16.5,4.23
1981,9,29,25.33,17.22,3.04
1981,9,30,25.76,17.65,2.12
1981,10,1,25.77,17.91,3.7
1981,10,2,24.73,17.02,2.71
1981,10,3,25.2,17.09,1.55
1981,10,4,24.82,17.2,1.66
1981,10,5,25.37,17.43,1.65
1981,10,6,25.12,17.02,1.98
1981,10,7,25.09,17.07,4.39
1981,10,8,25.0,17.3,1.58
1981,10,9,25.01,17.55,2.07
1981,10,10,25.04,17.13,2.14
1981,10,11,25.07,17.51,2.29
1981,10,12,24.23,17.32,4.32
1981,10,13,24.85,17.29,12.7
1981,10,14,25.3,17.42,15.7
1981,10,15,24.16,16.63,22.04
1981,10,16,24.67,17.07,4.49
1981,10,17,24.69,17.18,2.2
1981,10,18,25.18,17.31,3.34
1981,10,19,25.16,17.3,2.16
1981,10,20,25.53,17.51,5.13
1981,10,21,25.16,17.25,1.3
1981,10,22,25.4,17.08,2.66
1981,10,23,25.54,17.31,9.9
1981,10,24,25.4,17.79,5.23
1981,10,25,24.81,17.6,5.06
1981,10,26,25.03,17.06,3.31
1981,10,27,25.46,17.33,1.76
1981,10,28,25.27,17.75,2.39
1981,10,29,25.56,17.9,1.32
1981,10,30,25.68,17.78,1.66
1981,10,31,25.39,17.53,1.51
1981,11,1,25.46,17.61,1.22
1981,11,2,25.42,17.62,0.1
1981,11,3,25.4,17.31,0.04
1981,11,4,25.14,16.93,0.13
1981,11,5,25.4,15.86,0.04
1981,11,6,24.75,15.33,0.19
1981,11,7,24.82,15.82,0.0
1981,11,8,25.02,16.03,0.01
1981,11,9,25.07,16.57,0.01
1981,11,10,25.02,16.44,0.01
1981,11,11,25.19,16.91,0.01
1981,11,12,25.24,16.9,0.04
1981,11,13,25.45,16.01,0.03
1981,11,14,25.48,14.33,0.04
1981,11,15,25.42,15.51,0.04
1981,11,16,24.6,14.43,0.07
1981,11,17,24.77,13.69,0.0
1981,11,18,24.57,12.28,0.0
1981,11,19,25.21,14.76,0.0
1981,11,20,24.86,13.58,0.0
1981,11,21,22.82,11.62,0.0
1981,11,22,21.3,10.28,0.0
1981,11,23,21.25,10.64,0.0
1981,11,24,21.9,11.57,0.0
1981,11,25,23.06,12.85,0.0
1981,11,26,23.95,12.63,0.0
1981,11,27,24.46,13.47,0.04
1981,11,28,23.67,13.14,0.02
1981,11,29,24.73,15.55,0.01
1981,11,30,24.95,14.63,0.02
1981,12,1,24.55,13.19,0.01
1981,12,2,23.3,11.67,0.0
1981,12,3,23.2,10.92,0.0
1981,12,4,23.44,10.91,0.0
1981,12,5,23.27,11.27,0.0
1981,12,6,23.34,9.51,0.0
1981,12,7,24.16,13.39,0.0
1981,12,8,25.29,13.71,0.0
1981,12,9,25.13,13.27,0.0
1981,12,10,25.2,15.43,0.0
1981,12,11,25.81,14.72,0.0
1981,12,12,25.61,15.06,0.0
1981,12,13,24.71,12.97,0.0
1981,12,14,25.26,14.35,0.0
1981,12,15,25.05,12.69,0.0
1981,12,16,24.76,13.39,0.0
1981,12,17,25.66,15.9,0.0
1981,12,18,26.08,14.96,0.0
1981,12,19,25.79,14.84,0.0
1981,12,20,25.42,14.38,0.0
1981,12,21,25.36,14.86,0.0
1981,12,22,26.18,14.72,0.0
1981,12,23,26.87,13.28,0.0
1981,12,24,26.47,12.03,0.0
1981,12,25,26.42,15.34,0.0
1981,12,26,27.05,15.63,0.0
1981,12,27,26.98,15.92,0.0
1981,12,28,26.5,16.33,0.0
1981,12,29,26.14,16.06,0.0
1981,12,30,26.34,15.5,0.0
1981,12,31,26.45,14.77,0.0
1982,1,1,26.47,13.06,0.01
1982,1,2,26.0,10.39,0.0
1982,1,3,26.6,11.89,0.01
1982,1,4,25.43,10.82,0.01
1982,1,5,22.59,7.96,0.0
1982,1,6,21.52,7.52,0.0
1982,1,7,22.86,7.67,0.0
1982,1,8,22.91,9.13,0.0
1982,1,9,23.24,9.39,0.0
1982,1,10,23.49,9.04,0.0
1982,1,11,23.88,9.92,0.0
1982,1,12,25.22,12.96,0.0
1982,1,13,26.79,14.67,0.0
1982,1,14,27.78,14.38,0.0
1982,1,15,27.56,14.0,0.0
1982,1,16,27.39,15.48,3.72
1982,1,17,27.19,15.75,1.74
1982,1,18,26.79,15.87,2.84
1982,1,19,26.5,15.74,3.52
1982,1,20,26.18,16.02,1.96
1982,1,21,25.61,13.56,0.0
1982,1,22,23.42,9.5,0.0
1982,1,23,23.15,7.72,0.0
1982,1,24,23.75,8.34,0.0
1982,1,25,24.74,8.85,0.0
1982,1,26,25.65,8.87,0.0
1982,1,27,26.08,10.05,0.0
1982,1,28,25.71,9.29,0.0
1982,1,29,25.39,9.2,0.0
1982,1,30,26.79,10.44,0.0
1982,1,31,25.8,10.36,0.0
1982,2,1,26.39,13.11,0.0
1982,2,2,26.6,10.89,0.0
1982,2,3,26.84,14.55,0.0
1982,2,4,27.3,14.46,0.0
1982,2,5,27.58,11.66,0.0
1982,2,6,26.61,10.8,0.0
1982,2,7,24.16,10.38,0.0
1982,2,8,24.74,8.34,0.0
1982,2,9,23.99,8.29,0.0
1982,2,10,25.29,8.43,0.0
1982,2,11,26.24,9.25,0.0
1982,2,12,26.16,10.35,0.0
1982,2,13,26.92,13.41,0.0
1982,2,14,27.56,14.76,0.0
1982,2,15,25.96,16.88,35.44
1982,2,16,25.37,17.25,60.53
1982,2,17,24.72,17.4,33.69
1982,2,18,26.0,16.85,8.84
1982,2,19,26.15,17.11,16.96
1982,2,20,26.1,16.49,0.27
1982,2,21,26.02,16.59,0.17
1982,2,22,25.69,16.5,0.12
1982,2,23,24.95,15.86,0.23
1982,2,24,24.0,16.26,0.38
1982,2,25,24.77,15.45,0.19
1982,2,26,25.79,15.82,0.46
1982,2,27,26.56,16.0,0.13
1982,2,28,26.59,16.43,0.58
1982,3,1,26.74,16.12,0.15
1982,3,2,25.77,16.23,1.11
1982,3,3,25.61,14.5,2.69
1982,3,4,24.46,9.66,0.0
1982,3,5,25.06,8.8,0.0
1982,3,6,25.49,10.61,0.0
1982,3,7,26.16,13.86,0.0
1982,3,8,26.92,14.99,0.02
1982,3,9,27.42,15.17,0.22
1982,3,10,27.41,16.71,0.89
1982,3,11,25.79,17.47,1.36
1982,3,12,26.42,15.96,1.44
1982,3,13,27.14,15.96,2.89
1982,3,14,27.04,16.27,2.37
1982,3,15,26.62,16.78,2.03
1982,3,16,26.95,16.64,2.15
1982,3,17,26.48,17.02,4.76
1982,3,18,25.64,16.15,0.48
1982,3,19,25.87,16.2,1.53
1982,3,20,26.32,16.98,2.86
1982,3,21,26.74,16.83,4.37
1982,3,22,26.41,16.99,13.65
1982,3,23,26.13,16.87,5.98
1982,3,24,25.99,16.31,5.72
1982,3,25,26.58,16.49,1.42
1982,3,26,25.93,17.68,9.74
1982,3,27,26.76,16.76,1.36
1982,3,28,26.19,17.99,2.22
1982,3,29,26.52,17.95,1.52
1982,3,30,25.62,17.34,0.77
1982,3,31,26.48,16.9,0.5
1982,4,1,27.3,17.46,0.0
1982,4,2,27.6,17.24,0.0
1982,4,3,27.81,17.07,0.0
1982,4,4,27.62,17.2,0.0
1982,4,5,27.8,17.51,0.0
1982,4,6,27.52,17.38,1.6
1982,4,7,26.57,17.71,10.93
1982,4,8,26.47,18.05,8.09
1982,4,9,26.85,17.8,4.63
1982,4,10,26.35,17.22,5.32
1982,4,11,26.17,17.56,2.25
1982,4,12,25.68,18.0,9.78
1982,4,13,26.27,17.48,2.69
1982,4,14,26.24,17.95,4.6
1982,4,15,25.69,17.84,3.78
1982,4,16,26.3,18.04,7.7
1982,4,17,25.57,17.92,9.51
1982,4,18,25.68,17.75,7.8
1982,4,19,25.57,17.58,7.89
1982,4,20,26.09,17.83,8.56
1982,4,21,26.4,17.41,2.2
1982,4,22,25.75,16.29,1.58
1982,4,23,26.31,16.81,0.05
1982,4,24,26.25,16.69,0.24
1982,4,25,26.34,17.35,2.71
1982,4,26,25.99,17.93,5.81
1982,4,27,25.71,17.82,3.51
1982,4,28,26.22,17.46,4.85
1982,4,29,26.7,17.8,4.07
1982,4,30,26.02,18.11,6.45
1982,5,1,25.18,17.75,7.5
1982,5,2,25.7,17.82,33.35
1982,5,3,25.56,17.63,9.0
1982,5,4,26.05,17.7,1.4
1982,5,5,26.36,18.18,6.98
1982,5,6,26.22,18.69,5.72
1982,5,7,25.75,18.38,8.4
1982,5,8,24.37,17.26,0.79
1982,5,9,25.07,16.61,0.69
1982,5,10,25.64,16.38,2.12
1982,5,11,26.04,17.08,2.08
1982,5,12,26.11,17.99,8.72
1982,5,13,25.64,17.53,1.62
1982,5,14,25.78,17.41,0.79
1982,5,15,25.96,17.47,4.06
1982,5,16,25.82,17.25,0.26
1982,5,17,25.9,16.68,0.72
1982,5,18,26.28,17.64,6.29
1982,5,19,26.03,18.14,5.34
1982,5,20,25.35,17.26,3.51
1982,5,21,26.36,17.23,1.5
1982,5,22,25.89,17.59,1.19
1982,5,23,25.43,17.56,1.74
1982,5,24,25.99,17.47,2.54
1982,5,25,26.0,17.98,3.4
1982,5,26,25.81,18.36,3.19
1982,5,27,25.36,17.9,2.97
1982,5,28,25.45,18.0,2.7
1982,5,29,25.25,17.7,2.72
1982,5,30,25.49,17.58,4.71
1982,5,31,24.53,17.35,11.49
1982,6,1,25.04,17.39,17.85
1982,6,2,25.15,16.98,2.08
1982,6,3,25.07,16.81,5.36
1982,6,4,24.02,16.21,2.54
1982,6,5,24.83,16.41,2.48
1982,6,6,25.24,17.09,2.23
1982,6,7,24.95,17.5,2.01
1982,6,8,25.53,17.71,1.8
1982,6,9,26.05,17.9,3.55
1982,6,10,24.83,17.97,10.09
1982,6,11,24.9,17.35,5.71
1982,6,12,24.99,17.23,2.22
1982,6,13,24.95,16.99,2.75
1982,6,14,25.18,16.81,3.57
1982,6,15,25.34,17.12,5.35
1982,6,16,25.46,17.42,5.32
1982,6,17,25.36,17.53,6.79
1982,6,18,25.38,17.23,5.91
1982,6,19,24.17,17.22,16.81
1982,6,20,24.78,17.3,7.23
1982,6,21,24.5,17.04,3.84
1982,6,22,24.7,17.04,6.15
1982,6,23,24.0,17.1,11.74
1982,6,24,24.32,17.25,10.8
1982,6,25,25.14,17.25,2.07
1982,6,26,24.05,16.8,2.12
1982,6,27,24.05,16.8,3.89
1982,6,28,23.91,16.3,2.59
1982,6,29,24.03,16.23,4.01
1982,6,30,24.01,16.54,8.49
1982,7,1,24.43,16.63,7.22
1982,7,2,23.27,15.79,2.54
1982,7,3,24.08,16.24,5.71
1982,7,4,24.41,16.43,8.03
1982,7,5,24.19,16.72,7.53
1982,7,6,24.28,16.67,6.39
1982,7,7,24.06,16.47,6.26
1982,7,8,24.59,16.65,2.1
1982,7,9,24.72,16.58,2.69
1982,7,10,24.64,17.0,3.39
1982,7,11,23.42,16.95,9.65
1982,7,12,23.81,16.42,10.04
1982,7,13,24.08,16.63,6.59
1982,7,14,24.52,16.42,3.58
1982,7,15,24.27,16.21,3.93
1982,7,16,24.36,16.25,4.17
1982,7,17,23.64,16.09,6.94
1982,7,18,24.03,16.02,6.92
1982,7,19,24.66,15.88,2.94
1982,7,20,24.37,16.4,2.4
1982,7,21,24.67,16.52,1.6
1982,7,22,23.11,15.58,1.71
1982,7,23,23.19,15.72,4.42
1982,7,24,22.58,15.29,4.8
1982,7,25,23.6,15.71,3.43
1982,7,26,24.41,16.39,3.22
1982,7,27,24.42,16.43,0.76
1982,7,28,22.88,15.69,2.68
1982,7,29,24.09,15.79,0.88
1982,7,30,24.03,16.18,0.4
1982,7,31,23.82,16.01,0.65
1982,8,1,24.22,15.87,0.46
1982,8,2,23.81,15.58,0.78
1982,8,3,23.59,15.03,0.25
1982,8,4,23.13,14.84,1.41
1982,8,5,23.02,14.8,6.06
1982,8,6,22.18,14.69,4.73
1982,8,7,24.0,15.65,1.94
1982,8,8,23.19,15.42,1.2
1982,8,9,23.04,14.64,0.34
1982,8,10,22.88,14.78,4.64
1982,8,11,23.26,15.1,3.5
1982,8,12,24.63,15.96,2.34
1982,8,13,23.67,16.21,4.36
1982,8,14,23.35,15.15,3.8
1982,8,15,23.87,15.49,4.13
1982,8,16,25.38,16.16,6.06
1982,8,17,24.44,16.78,15.54
1982,8,18,23.65,15.9,5.9
1982,8,19,23.76,15.15,0.22
1982,8,20,23.7,15.69,2.4
1982,8,21,23.78,15.69,5.87
1982,8,22,23.27,14.76,2.55
1982,8,23,23.08,15.41,2.11
1982,8,24,24.19,16.36,11.36
1982,8,25,22.35,15.51,8.74
1982,8,26,24.22,16.52,13.51
1982,8,27,21.95,15.85,17.79
1982,8,28,23.1,15.44,7.78
1982,8,29,24.3,16.21,4.21
1982,8,30,24.5,16.88,5.03
1982,8,31,24.39,16.84,7.86
1982,9,1,23.66,16.57,10.93
1982,9,2,24.11,16.47,7.25
1982,9,3,24.21,16.64,17.3
1982,9,4,23.57,16.7,9.94
1982,9,5,23.58,16.48,11.23
1982,9,6,23.88,16.79,11.55
1982,9,7,25.09,17.01,9.41
1982,9,8,25.19,17.19,4.15
1982,9,9,24.62,16.94,4.12
1982,9,10,24.71,16.93,4.05
1982,9,11,23.58,16.23,6.41
1982,9,12,24.35,16.72,3.48
1982,9,13,24.53,16.66,3.06
1982,9,14,24.41,16.55,8.59
1982,9,15,24.32,16.7,8.17
1982,9,16,24.6,16.45,2.56
1982,9,17,25.41,16.99,3.48
1982,9,18,24.93,17.03,4.83
1982,9,19,24.52,16.45,3.78
1982,9,20,24.66,16.51,3.42
1982,9,21,24.54,16.32,2.3
1982,9,22,24.99,16.54,2.91
1982,9,23,24.83,16.8,3.94
1982,9,24,24.16,16.64,8.66
1982,9,25,24.44,16.47,4.5
1982,9,26,25.09,16.78,4.67
1982,9,27,25.75,17.37,5.4
1982,9,28,25.12,17.12,3.65
1982,9,29,24.86,16.74,5.57
1982,9,30,24.86,16.85,7.03
1982,10,1,23.77,17.24,9.81
1982,10,2,23.51,16.2,5.63
1982,10,3,24.48,16.3,5.37
1982,10,4,23.48,16.8,5.19
1982,10,5,23.98,16.31,3.29
1982,10,6,24.66,16.87,3.71
1982,10,7,24.8,17.34,5.48
1982,10,8,23.82,16.63,3.94
1982,10,9,24.36,16.6,3.47
1982,10,10,24.63,17.2,8.84
1982,10,11,23.95,16.74,5.41
1982,10,12,24.05,16.42,5.38
1982,10,13,24.36,16.95,1.96
1982,10,14,24.87,17.02,3.41
1982,10,15,24.99,16.89,2.03
1982,10,16,25.28,16.8,4.95
1982,10,17,25.18,16.88,2.34
1982,10,18,25.38,16.68,0.25
1982,10,19,24.81,16.91,1.52
1982,10,20,24.92,16.79,2.56
1982,10,21,25.24,16.9,0.76
1982,10,22,25.08,16.97,1.56
1982,10,23,25.07,16.72,1.24
1982,10,24,24.82,16.61,1.23
1982,10,25,24.39,16.23,0.77
1982,10,26,24.1,15.88,1.24
1982,10,27,23.76,16.04,1.54
1982,10,28,24.45,15.62,5.25
1982,10,29,24.7,16.13,3.38
1982,10,30,24.41,16.35,7.81
1982,10,31,24.53,16.51,10.89
1982,11,1,23.62,16.56,6.86
1982,11,2,24.61,16.31,1.24
1982,11,3,24.16,16.46,0.86
1982,11,4,25.54,16.02,0.78
1982,11,5,25.45,15.79,0.34
1982,11,6,25.44,15.86,0.07
1982,11,7,24.92,16.25,0.14
1982,11,8,25.01,16.01,0.42
1982,11,9,25.95,14.8,0.24
1982,11,10,25.23,14.45,0.18
1982,11,11,25.38,14.86,0.17
1982,11,12,24.99,14.11,0.0
1982,11,13,25.09,14.68,0.0
1982,11,14,25.67,14.74,0.0
1982,11,15,25.51,15.1,0.0
1982,11,16,25.84,15.68,0.0
1982,11,17,26.47,15.9,0.03
1982,11,18,26.74,15.58,0.03
1982,11,19,26.56,15.27,0.03
1982,11,20,25.91,15.77,0.02
1982,11,21,25.19,11.95,0.0
1982,11,22,24.67,11.28,0.0
1982,11,23,24.63,12.24,0.0
1982,11,24,24.53,11.75,0.0
1982,11,25,24.76,10.78,0.0
1982,11,26,24.35,11.96,0.0
1982,11,27,24.07,10.08,0.0
1982,11,28,24.16,11.51,0.0
1982,11,29,24.9,13.18,0.0
1982,11,30,25.86,14.37,0.12
1982,12,1,25.49,15.0,1.79
1982,12,2,24.85,12.97,0.0
1982,12,3,25.1,12.17,0.0
1982,12,4,24.74,10.46,0.0
1982,12,5,24.22,10.46,0.0
1982,12,6,24.04,9.62,0.0
1982,12,7,24.64,12.09,0.0
1982,12,8,25.33,12.73,0.03
1982,12,9,25.18,10.55,0.01
1982,12,10,26.36,11.47,0.01
1982,12,11,26.31,13.37,0.0
1982,12,12,25.36,12.01,0.0
1982,12,13,24.74,12.19,0.0
1982,12,14,24.84,13.89,0.0
1982,12,15,25.73,12.25,0.0
1982,12,16,26.02,12.95,0.0
1982,12,17,27.45,13.76,0.0
1982,12,18,27.09,12.55,0.0
1982,12,19,26.61,11.46,0.0
1982,12,20,26.97,12.29,0.0
1982,12,21,27.29,14.22,0.0
1982,12,22,27.26,14.31,0.0
1982,12,23,26.94,14.66,0.0
1982,12,24,27.18,14.77,0.0
1982,12,25,26.61,14.57,0.0
1982,12,26,26.65,11.01,0.0
1982,12,27,25.26,8.56,0.0
1982,12,28,25.3,9.61,0.0
1982,12,29,26.42,10.66,0.0
1982,12,30,25.38,9.78,0.0
1982,12,31,25.96,9.42,0.0
1983,1,1,25.08,10.25,0.0
1983,1,2,24.3,7.72,0.0
1983,1,3,23.18,6.98,0.0
1983,1,4,22.94,6.64,0.0
