YEAR,MO,DY,temperature,humidity,precipitation
1981,6,5,17.69,26.15,1.87
1981,6,6,18.44,25.94,9.73
1981,6,7,18.37,25.36,2.34
1981,6,8,18.12,25.13,6.36
1981,6,9,17.37,25.14,5.28
1981,6,10,16.96,25.3,4.21
1981,6,11,16.6,25.04,4.62
1981,6,12,16.85,25.78,1.32
1981,6,13,17.32,26.08,4.5
1981,6,14,17.41,25.23,1.31
1981,6,15,17.09,25.53,1.82
1981,6,16,17.01,25.81,2.2
1981,6,17,17.95,26.07,6.96
1981,6,18,18.05,24.84,18.49
1981,6,19,17.62,25.65,13.0
1981,6,20,17.57,25.17,25.64
1981,6,21,17.37,24.58,18.68
1981,6,22,17.26,24.92,10.44
1981,6,23,16.97,23.86,28.61
1981,6,24,16.44,24.04,21.48
1981,6,25,16.69,24.58,8.22
1981,6,26,17.16,24.83,8.7
1981,6,27,17.51,24.97,7.19
1981,6,28,16.65,24.45,4.18
1981,6,29,16.94,24.92,10.96
1981,6,30,17.27,25.03,2.59
1981,7,1,17.27,25.03,2.68
1981,7,2,17.12,24.66,2.63
1981,7,3,16.81,25.04,4.64
1981,7,4,17.32,25.36,3.92
1981,7,5,17.48,24.57,7.79
1981,7,6,16.87,24.22,5.37
1981,7,7,16.79,24.23,6.96
1981,7,8,16.66,23.75,7.14
1981,7,9,15.98,24.0,2.15
1981,7,10,16.31,23.94,8.13
1981,7,11,16.02,24.2,7.09
1981,7,12,16.65,24.53,4.14
1981,7,13,16.48,23.6,4.53
1981,7,14,16.56,23.92,7.65
1981,7,15,16.71,24.1,5.21
1981,7,16,16.71,24.5,2.16
1981,7,17,16.38,23.84,2.0
1981,7,18,16.38,24.32,1.13
1981,7,19,16.5,24.49,0.89
1981,7,20,16.53,23.09,4.09
1981,7,21,16.2,23.99,2.72
1981,7,22,16.19,23.51,1.85
1981,7,23,16.19,23.67,3.47
1981,7,24,16.11,23.75,3.55
1981,7,25,15.97,23.18,9.71
1981,7,26,15.99,23.72,11.07
1981,7,27,16.14,23.93,5.97
1981,7,28,15.92,23.15,2.56
1981,7,29,16.31,23.94,3.2
1981,7,30,16.2,23.54,5.59
1981,7,31,16.58,23.86,13.81
1981,8,1,16.13,23.46,7.96
1981,8,2,16.54,24.52,8.28
1981,8,3,17.19,24.51,9.79
1981,8,4,16.65,24.38,7.92
1981,8,5,16.32,23.66,11.14
1981,8,6,16.05,22.89,7.23
1981,8,7,16.7,24.76,5.99
1981,8,8,17.61,25.53,4.58
1981,8,9,16.66,23.89,0.12
1981,8,10,17.22,25.33,0.17
1981,8,11,17.03,25.48,0.16
1981,8,12,16.7,24.41,0.24
1981,8,13,17.14,25.21,0.16
1981,8,14,16.71,24.14,16.77
1981,8,15,17.07,24.54,11.0
1981,8,16,16.97,24.93,4.22
1981,8,17,16.81,23.68,14.89
1981,8,18,16.23,23.39,12.09
1981,8,19,15.87,22.97,12.69
1981,8,20,15.74,23.17,7.7
1981,8,21,15.41,23.29,4.26
1981,8,22,16.32,23.84,7.68
1981,8,23,16.7,24.29,8.93
1981,8,24,15.8,22.59,10.42
1981,8,25,15.65,23.1,7.32
1981,8,26,15.53,23.39,1.44
1981,8,27,16.36,23.47,18.84
1981,8,28,16.21,23.29,21.67
1981,8,29,15.6,23.44,3.25
1981,8,30,15.89,23.71,13.51
1981,8,31,16.38,24.43,4.78
1981,9,1,16.32,23.96,4.75
1981,9,2,16.45,24.3,4.1
1981,9,3,16.98,24.57,8.62
1981,9,4,16.77,24.18,8.91
1981,9,5,16.57,23.91,17.93
1981,9,6,16.55,23.41,27.97
1981,9,7,16.62,23.22,23.35
1981,9,8,16.31,23.34,11.57
1981,9,9,16.0,23.35,11.3
1981,9,10,16.52,23.75,6.62
1981,9,11,16.59,24.23,15.92
1981,9,12,17.27,24.88,6.81
1981,9,13,16.56,23.72,3.59
1981,9,14,16.36,23.87,7.18
1981,9,15,16.61,24.28,1.86
1981,9,16,16.6,24.16,3.37
1981,9,17,17.28,24.96,5.54
1981,9,18,16.95,24.34,11.73
1981,9,19,16.6,24.56,7.46
1981,9,20,15.8,24.47,7.06
1981,9,21,16.77,24.34,8.98
1981,9,22,17.68,24.99,15.72
1981,9,23,17.5,24.09,1.75
1981,9,24,17.5,24.97,3.75
1981,9,25,17.38,24.79,2.46
1981,9,26,16.94,24.61,1.65
1981,9,27,17.08,24.95,1.26
1981,9,28,16.5,24.75,4.23
1981,9,29,17.22,25.33,3.04
1981,9,30,17.65,25.76,2.12
1981,10,1,17.91,25.77,3.7
1981,10,2,17.02,24.73,2.71
1981,10,3,17.09,25.2,1.55
1981,10,4,17.2,24.82,1.66
1981,10,5,17.43,25.37,1.65
1981,10,6,17.02,25.12,1.98
1981,10,7,17.07,25.09,4.39
1981,10,8,17.3,25.0,1.58
1981,10,9,17.55,25.01,2.07
1981,10,10,17.13,25.04,2.14
1981,10,11,17.51,25.07,2.29
1981,10,12,17.32,24.23,4.32
1981,10,13,17.29,24.85,12.7
1981,10,14,17.42,25.3,15.7
1981,10,15,16.63,24.16,22.04
1981,10,16,17.07,24.67,4.49
1981,10,17,17.18,24.69,2.2
1981,10,18,17.31,25.18,3.34
1981,10,19,17.3,25.16,2.16
1981,10,20,17.51,25.53,5.13
1981,10,21,17.25,25.16,1.3
1981,10,22,17.08,25.4,2.66
1981,10,23,17.31,25.54,9.9
1981,10,24,17.79,25.4,5.23
1981,10,25,17.6,24.81,5.06
1981,10,26,17.06,25.03,3.31
1981,10,27,17.33,25.46,1.76
1981,10,28,17.75,25.27,2.39
1981,10,29,17.9,25.56,1.32
1981,10,30,17.78,25.68,1.66
1981,10,31,17.53,25.39,1.51
1981,11,1,17.61,25.46,1.22
1981,11,2,17.62,25.42,0.1
1981,11,3,17.31,25.4,0.04
1981,11,4,16.93,25.14,0.13
1981,11,5,15.86,25.4,0.04
1981,11,6,15.33,24.75,0.19
1981,11,7,15.82,24.82,0.0
1981,11,8,16.03,25.02,0.01
1981,11,9,16.57,25.07,0.01
1981,11,10,16.44,25.02,0.01
1981,11,11,16.91,25.19,0.01
1981,11,12,16.9,25.24,0.04
1981,11,13,16.01,25.45,0.03
1981,11,14,14.33,25.48,0.04
1981,11,15,15.51,25.42,0.04
1981,11,16,14.43,24.6,0.07
1981,11,17,13.69,24.77,0.0
1981,11,18,12.28,24.57,0.0
1981,11,19,14.76,25.21,0.0
1981,11,20,13.58,24.86,0.0
1981,11,21,11.62,22.82,0.0
1981,11,22,10.28,21.3,0.0
1981,11,23,10.64,21.25,0.0
1981,11,24,11.57,21.9,0.0
1981,11,25,12.85,23.06,0.0
1981,11,26,12.63,23.95,0.0
1981,11,27,13.47,24.46,0.04
1981,11,28,13.14,23.67,0.02
1981,11,29,15.55,24.73,0.01
1981,11,30,14.63,24.95,0.02
1981,12,1,13.19,24.55,0.01
1981,12,2,11.67,23.3,0.0
1981,12,3,10.92,23.2,0.0
1981,12,4,10.91,23.44,0.0
1981,12,5,11.27,23.27,0.0
1981,12,6,9.51,23.34,0.0
1981,12,7,13.39,24.16,0.0
1981,12,8,13.71,25.29,0.0
1981,12,9,13.27,25.13,0.0
1981,12,10,15.43,25.2,0.0
1981,12,11,14.72,25.81,0.0
1981,12,12,15.06,25.61,0.0
1981,12,13,12.97,24.71,0.0
1981,12,14,14.35,25.26,0.0
1981,12,15,12.69,25.05,0.0
1981,12,16,13.39,24.76,0.0
1981,12,17,15.9,25.66,0.0
1981,12,18,14.96,26.08,0.0
1981,12,19,14.84,25.79,0.0
1981,12,20,14.38,25.42,0.0
1981,12,21,14.86,25.36,0.0
1981,12,22,14.72,26.18,0.0
1981,12,23,13.28,26.87,0.0
1981,12,24,12.03,26.47,0.0
1981,12,25,15.34,26.42,0.0
1981,12,26,15.63,27.05,0.0
1981,12,27,15.92,26.98,0.0
1981,12,28,16.33,26.5,0.0
1981,12,29,16.06,26.14,0.0
1981,12,30,15.5,26.34,0.0
1981,12,31,14.77,26.45,0.0
1982,1,1,13.06,26.47,0.01
1982,1,2,10.39,26.0,0.0
1982,1,3,11.89,26.6,0.01
1982,1,4,10.82,25.43,0.01
1982,1,5,7.96,22.59,0.0
1982,1,6,7.52,21.52,0.0
1982,1,7,7.67,22.86,0.0
1982,1,8,9.13,22.91,0.0
1982,1,9,9.39,23.24,0.0
1982,1,10,9.04,23.49,0.0
1982,1,11,9.92,23.88,0.0
1982,1,12,12.96,25.22,0.0
1982,1,13,14.67,26.79,0.0
1982,1,14,14.38,27.78,0.0
1982,1,15,14.0,27.56,0.0
1982,1,16,15.48,27.39,3.72
1982,1,17,15.75,27.19,1.74
1982,1,18,15.87,26.79,2.84
1982,1,19,15.74,26.5,3.52
1982,1,20,16.02,26.18,1.96
1982,1,21,13.56,25.61,0.0
1982,1,22,9.5,23.42,0.0
1982,1,23,7.72,23.15,0.0
1982,1,24,8.34,23.75,0.0
1982,1,25,8.85,24.74,0.0
1982,1,26,8.87,25.65,0.0
1982,1,27,10.05,26.08,0.0
1982,1,28,9.29,25.71,0.0
1982,1,29,9.2,25.39,0.0
1982,1,30,10.44,26.79,0.0
1982,1,31,10.36,25.8,0.0
1982,2,1,13.11,26.39,0.0
1982,2,2,10.89,26.6,0.0
1982,2,3,14.55,26.84,0.0
1982,2,4,14.46,27.3,0.0
1982,2,5,11.66,27.58,0.0
1982,2,6,10.8,26.61,0.0
1982,2,7,10.38,24.16,0.0
1982,2,8,8.34,24.74,0.0
1982,2,9,8.29,23.99,0.0
1982,2,10,8.43,25.29,0.0
1982,2,11,9.25,26.24,0.0
1982,2,12,10.35,26.16,0.0
1982,2,13,13.41,26.92,0.0
1982,2,14,14.76,27.56,0.0
1982,2,15,16.88,25.96,35.44
1982,2,16,17.25,25.37,60.53
1982,2,17,17.4,24.72,33.69
1982,2,18,16.85,26.0,8.84
1982,2,19,17.11,26.15,16.96
1982,2,20,16.49,26.1,0.27
1982,2,21,16.59,26.02,0.17
1982,2,22,16.5,25.69,0.12
1982,2,23,15.86,24.95,0.23
1982,2,24,16.26,24.0,0.38
1982,2,25,15.45,24.77,0.19
1982,2,26,15.82,25.79,0.46
1982,2,27,16.0,26.56,0.13
1982,2,28,16.43,26.59,0.58
1982,3,1,16.12,26.74,0.15
1982,3,2,16.23,25.77,1.11
1982,3,3,14.5,25.61,2.69
1982,3,4,9.66,24.46,0.0
1982,3,5,8.8,25.06,0.0
1982,3,6,10.61,25.49,0.0
1982,3,7,13.86,26.16,0.0
1982,3,8,14.99,26.92,0.02
1982,3,9,15.17,27.42,0.22
1982,3,10,16.71,27.41,0.89
1982,3,11,17.47,25.79,1.36
1982,3,12,15.96,26.42,1.44
1982,3,13,15.96,27.14,2.89
1982,3,14,16.27,27.04,2.37
1982,3,15,16.78,26.62,2.03
1982,3,16,16.64,26.95,2.15
1982,3,17,17.02,26.48,4.76
1982,3,18,16.15,25.64,0.48
1982,3,19,16.2,25.87,1.53
1982,3,20,16.98,26.32,2.86
1982,3,21,16.83,26.74,4.37
1982,3,22,16.99,26.41,13.65
1982,3,23,16.87,26.13,5.98
1982,3,24,16.31,25.99,5.72
1982,3,25,16.49,26.58,1.42
1982,3,26,17.68,25.93,9.74
1982,3,27,16.76,26.76,1.36
1982,3,28,17.99,26.19,2.22
1982,3,29,17.95,26.52,1.52
1982,3,30,17.34,25.62,0.77
1982,3,31,16.9,26.48,0.5
1982,4,1,17.46,27.3,0.0
1982,4,2,17.24,27.6,0.0
1982,4,3,17.07,27.81,0.0
1982,4,4,17.2,27.62,0.0
1982,4,5,17.51,27.8,0.0
1982,4,6,17.38,27.52,1.6
1982,4,7,17.71,26.57,10.93
1982,4,8,18.05,26.47,8.09
1982,4,9,17.8,26.85,4.63
1982,4,10,17.22,26.35,5.32
1982,4,11,17.56,26.17,2.25
1982,4,12,18.0,25.68,9.78
1982,4,13,17.48,26.27,2.69
1982,4,14,17.95,26.24,4.6
1982,4,15,17.84,25.69,3.78
1982,4,16,18.04,26.3,7.7
1982,4,17,17.92,25.57,9.51
1982,4,18,17.75,25.68,7.8
1982,4,19,17.58,25.57,7.89
1982,4,20,17.83,26.09,8.56
1982,4,21,17.41,26.4,2.2
1982,4,22,16.29,25.75,1.58
1982,4,23,16.81,26.31,0.05
1982,4,24,16.69,26.25,0.24
1982,4,25,17.35,26.34,2.71
1982,4,26,17.93,25.99,5.81
1982,4,27,17.82,25.71,3.51
1982,4,28,17.46,26.22,4.85
1982,4,29,17.8,26.7,4.07
1982,4,30,18.11,26.02,6.45
1982,5,1,17.75,25.18,7.5
1982,5,2,17.82,25.7,33.35
1982,5,3,17.63,25.56,9.0
1982,5,4,17.7,26.05,1.4
1982,5,5,18.18,26.36,6.98
1982,5,6,18.69,26.22,5.72
1982,5,7,18.38,25.75,8.4
1982,5,8,17.26,24.37,0.79
1982,5,9,16.61,25.07,0.69
1982,5,10,16.38,25.64,2.12
1982,5,11,17.08,26.04,2.08
1982,5,12,17.99,26.11,8.72
1982,5,13,17.53,25.64,1.62
1982,5,14,17.41,25.78,0.79
1982,5,15,17.47,25.96,4.06
1982,5,16,17.25,25.82,0.26
1982,5,17,16.68,25.9,0.72
1982,5,18,17.64,26.28,6.29
1982,5,19,18.14,26.03,5.34
1982,5,20,17.26,25.35,3.51
1982,5,21,17.23,26.36,1.5
1982,5,22,17.59,25.89,1.19
1982,5,23,17.56,25.43,1.74
1982,5,24,17.47,25.99,2.54
1982,5,25,17.98,26.0,3.4
1982,5,26,18.36,25.81,3.19
1982,5,27,17.9,25.36,2.97
1982,5,28,18.0,25.45,2.7
1982,5,29,17.7,25.25,2.72
1982,5,30,17.58,25.49,4.71
1982,5,31,17.35,24.53,11.49
1982,6,1,17.39,25.04,17.85
1982,6,2,16.98,25.15,2.08
1982,6,3,16.81,25.07,5.36
1982,6,4,16.21,24.02,2.54
1982,6,5,16.41,24.83,2.48
1982,6,6,17.09,25.24,2.23
1982,6,7,17.5,24.95,2.01
1982,6,8,17.71,25.53,1.8
1982,6,9,17.9,26.05,3.55
1982,6,10,17.97,24.83,10.09
1982,6,11,17.35,24.9,5.71
1982,6,12,17.23,24.99,2.22
1982,6,13,16.99,24.95,2.75
1982,6,14,16.81,25.18,3.57
1982,6,15,17.12,25.34,5.35
1982,6,16,17.42,25.46,5.32
1982,6,17,17.53,25.36,6.79
1982,6,18,17.23,25.38,5.91
1982,6,19,17.22,24.17,16.81
1982,6,20,17.3,24.78,7.23
1982,6,21,17.04,24.5,3.84
1982,6,22,17.04,24.7,6.15
1982,6,23,17.1,24.0,11.74
1982,6,24,17.25,24.32,10.8
1982,6,25,17.25,25.14,2.07
1982,6,26,16.8,24.05,2.12
1982,6,27,16.8,24.05,3.89
1982,6,28,16.3,23.91,2.59
1982,6,29,16.23,24.03,4.01
1982,6,30,16.54,24.01,8.49
1982,7,1,16.63,24.43,7.22
1982,7,2,15.79,23.27,2.54
1982,7,3,16.24,24.08,5.71
1982,7,4,16.43,24.41,8.03
1982,7,5,16.72,24.19,7.53
1982,7,6,16.67,24.28,6.39
1982,7,7,16.47,24.06,6.26
1982,7,8,16.65,24.59,2.1
1982,7,9,16.58,24.72,2.69
1982,7,10,17.0,24.64,3.39
1982,7,11,16.95,23.42,9.65
1982,7,12,16.42,23.81,10.04
1982,7,13,16.63,24.08,6.59
1982,7,14,16.42,24.52,3.58
1982,7,15,16.21,24.27,3.93
1982,7,16,16.25,24.36,4.17
1982,7,17,16.09,23.64,6.94
1982,7,18,16.02,24.03,6.92
1982,7,19,15.88,24.66,2.94
1982,7,20,16.4,24.37,2.4
1982,7,21,16.52,24.67,1.6
1982,7,22,15.58,23.11,1.71
1982,7,23,15.72,23.19,4.42
1982,7,24,15.29,22.58,4.8
1982,7,25,15.71,23.6,3.43
1982,7,26,16.39,24.41,3.22
1982,7,27,16.43,24.42,0.76
1982,7,28,15.69,22.88,2.68
1982,7,29,15.79,24.09,0.88
1982,7,30,16.18,24.03,0.4
1982,7,31,16.01,23.82,0.65
1982,8,1,15.87,24.22,0.46
1982,8,2,15.58,23.81,0.78
1982,8,3,15.03,23.59,0.25
1982,8,4,14.84,23.13,1.41
1982,8,5,14.8,23.02,6.06
1982,8,6,14.69,22.18,4.73
1982,8,7,15.65,24.0,1.94
1982,8,8,15.42,23.19,1.2
1982,8,9,14.64,23.04,0.34
1982,8,10,14.78,22.88,4.64
1982,8,11,15.1,23.26,3.5
1982,8,12,15.96,24.63,2.34
1982,8,13,16.21,23.67,4.36
1982,8,14,15.15,23.35,3.8
1982,8,15,15.49,23.87,4.13
1982,8,16,16.16,25.38,6.06
1982,8,17,16.78,24.44,15.54
1982,8,18,15.9,23.65,5.9
1982,8,19,15.15,23.76,0.22
1982,8,20,15.69,23.7,2.4
1982,8,21,15.69,23.78,5.87
1982,8,22,14.76,23.27,2.55
1982,8,23,15.41,23.08,2.11
1982,8,24,16.36,24.19,11.36
1982,8,25,15.51,22.35,8.74
1982,8,26,16.52,24.22,13.51
1982,8,27,15.85,21.95,17.79
1982,8,28,15.44,23.1,7.78
1982,8,29,16.21,24.3,4.21
1982,8,30,16.88,24.5,5.03
1982,8,31,16.84,24.39,7.86
1982,9,1,16.57,23.66,10.93
1982,9,2,16.47,24.11,7.25
1982,9,3,16.64,24.21,17.3
1982,9,4,16.7,23.57,9.94
1982,9,5,16.48,23.58,11.23
1982,9,6,16.79,23.88,11.55
1982,9,7,17.01,25.09,9.41
1982,9,8,17.19,25.19,4.15
1982,9,9,16.94,24.62,4.12
1982,9,10,16.93,24.71,4.05
1982,9,11,16.23,23.58,6.41
1982,9,12,16.72,24.35,3.48
1982,9,13,16.66,24.53,3.06
1982,9,14,16.55,24.41,8.59
1982,9,15,16.7,24.32,8.17
1982,9,16,16.45,24.6,2.56
1982,9,17,16.99,25.41,3.48
1982,9,18,17.03,24.93,4.83
1982,9,19,16.45,24.52,3.78
1982,9,20,16.51,24.66,3.42
1982,9,21,16.32,24.54,2.3
1982,9,22,16.54,24.99,2.91
1982,9,23,16.8,24.83,3.94
1982,9,24,16.64,24.16,8.66
1982,9,25,16.47,24.44,4.5
1982,9,26,16.78,25.09,4.67
1982,9,27,17.37,25.75,5.4
1982,9,28,17.12,25.12,3.65
1982,9,29,16.74,24.86,5.57
1982,9,30,16.85,24.86,7.03
1982,10,1,17.24,23.77,9.81
1982,10,2,16.2,23.51,5.63
1982,10,3,16.3,24.48,5.37
1982,10,4,16.8,23.48,5.19
1982,10,5,16.31,23.98,3.29
1982,10,6,16.87,24.66,3.71
1982,10,7,17.34,24.8,5.48
1982,10,8,16.63,23.82,3.94
1982,10,9,16.6,24.36,3.47
1982,10,10,17.2,24.63,8.84
1982,10,11,16.74,23.95,5.41
1982,10,12,16.42,24.05,5.38
1982,10,13,16.95,24.36,1.96
1982,10,14,17.02,24.87,3.41
1982,10,15,16.89,24.99,2.03
1982,10,16,16.8,25.28,4.95
1982,10,17,16.88,25.18,2.34
1982,10,18,16.68,25.38,0.25
1982,10,19,16.91,24.81,1.52
1982,10,20,16.79,24.92,2.56
1982,10,21,16.9,25.24,0.76
1982,10,22,16.97,25.08,1.56
1982,10,23,16.72,25.07,1.24
1982,10,24,16.61,24.82,1.23
1982,10,25,16.23,24.39,0.77
1982,10,26,15.88,24.1,1.24
1982,10,27,16.04,23.76,1.54
1982,10,28,15.62,24.45,5.25
1982,10,29,16.13,24.7,3.38
1982,10,30,16.35,24.41,7.81
1982,10,31,16.51,24.53,10.89
1982,11,1,16.56,23.62,6.86
1982,11,2,16.31,24.61,1.24
1982,11,3,16.46,24.16,0.86
1982,11,4,16.02,25.54,0.78
1982,11,5,15.79,25.45,0.34
1982,11,6,15.86,25.44,0.07
1982,11,7,16.25,24.92,0.14
1982,11,8,16.01,25.01,0.42
1982,11,9,14.8,25.95,0.24
1982,11,10,14.45,25.23,0.18
1982,11,11,14.86,25.38,0.17
1982,11,12,14.11,24.99,0.0
1982,11,13,14.68,25.09,0.0
1982,11,14,14.74,25.67,0.0
1982,11,15,15.1,25.51,0.0
1982,11,16,15.68,25.84,0.0
1982,11,17,15.9,26.47,0.03
1982,11,18,15.58,26.74,0.03
1982,11,19,15.27,26.56,0.03
1982,11,20,15.77,25.91,0.02
1982,11,21,11.95,25.19,0.0
1982,11,22,11.28,24.67,0.0
1982,11,23,12.24,24.63,0.0
1982,11,24,11.75,24.53,0.0
1982,11,25,10.78,24.76,0.0
1982,11,26,11.96,24.35,0.0
1982,11,27,10.08,24.07,0.0
1982,11,28,11.51,24.16,0.0
1982,11,29,13.18,24.9,0.0
1982,11,30,14.37,25.86,0.12
1982,12,1,15.0,25.49,1.79
1982,12,2,12.97,24.85,0.0
1982,12,3,12.17,25.1,0.0
1982,12,4,10.46,24.74,0.0
1982,12,5,10.46,24.22,0.0
1982,12,6,9.62,24.04,0.0
1982,12,7,12.09,24.64,0.0
1982,12,8,12.73,25.33,0.03
1982,12,9,10.55,25.18,0.01
1982,12,10,11.47,26.36,0.01
1982,12,11,13.37,26.31,0.0
1982,12,12,12.01,25.36,0.0
1982,12,13,12.19,24.74,0.0
1982,12,14,13.89,24.84,0.0
1982,12,15,12.25,25.73,0.0
1982,12,16,12.95,26.02,0.0
1982,12,17,13.76,27.45,0.0
1982,12,18,12.55,27.09,0.0
1982,12,19,11.46,26.61,0.0
1982,12,20,12.29,26.97,0.0
1982,12,21,14.22,27.29,0.0
1982,12,22,14.31,27.26,0.0
1982,12,23,14.66,26.94,0.0
1982,12,24,14.77,27.18,0.0
1982,12,25,14.57,26.61,0.0
1982,12,26,11.01,26.65,0.0
1982,12,27,8.56,25.26,0.0
1982,12,28,9.61,25.3,0.0
1982,12,29,10.66,26.42,0.0
1982,12,30,9.78,25.38,0.0
1982,12,31,9.42,25.96,0.0
1983,1,1,10.25,25.08,0.0
1983,1,2,7.72,24.3,0.0
1983,1,3,6.98,23.18,0.0
1983,1,4,6.64,22.94,0.0
